campaign_id,campaign_name,platform,month,impressions,clicks,conversions,spend,revenue_generated,roas
804499,Flipkart Campaign 4498,Instagram,2024-09,584840,10512,2459,145666,2680310,18.4
804500,Flipkart Campaign 4499,Google,2025-12,193924,37082,1737,58993,2379690,40.34
804501,Flipkart Campaign 4500,Instagram,2025-11,54474,30304,823,266310,1300340,4.88
804502,Flipkart Campaign 4501,Instagram,2025-12,661268,11863,629,49233,802604,16.3
804503,Flipkart Campaign 4502,Facebook,2024-08,478561,27055,252,181118,478296,2.64
804504,Flipkart Campaign 4503,Facebook,2025-08,672034,11947,2602,95735,4405186,46.01
804505,Flipkart Campaign 4504,Facebook,2025-12,381076,20322,2289,115825,2064678,17.83
804506,Flipkart Campaign 4505,Instagram,2025-08,237910,20688,1502,378625,2437746,6.44
804507,Flipkart Campaign 4506,Instagram,2025-10,587701,26890,897,292579,1060254,3.62
804508,Flipkart Campaign 4507,Instagram,2025-10,794369,12975,303,185662,437532,2.36
804509,Flipkart Campaign 4508,Facebook,2024-01,403831,9915,1418,60639,2135508,35.22
804510,Flipkart Campaign 4509,Facebook,2025-11,427279,15318,1776,76169,2392272,31.41
804511,Flipkart Campaign 4510,Google,2024-03,443180,5011,2560,169178,4193280,24.79
804512,Flipkart Campaign 4511,Google,2025-09,592392,33316,2241,380552,4558194,11.98
804513,Flipkart Campaign 4512,Instagram,2025-01,642024,33277,3383,297053,5737568,19.31
804514,Flipkart Campaign 4513,Google,2024-03,42898,11863,2925,94077,4896450,52.05
804515,Flipkart Campaign 4514,Google,2024-07,57846,36679,2067,248651,1860300,7.48
804516,Flipkart Campaign 4515,Facebook,2024-11,712192,5734,2523,40270,3577614,88.84
804517,Flipkart Campaign 4516,Facebook,2025-02,192326,24395,2250,315991,3282750,10.39
804518,Flipkart Campaign 4517,Facebook,2024-05,355454,9483,1695,340746,2245875,6.59
804519,Flipkart Campaign 4518,Google,2025-07,553612,16773,625,103492,943750,9.12
804520,Flipkart Campaign 4519,Google,2024-04,294306,8713,3405,47807,4644420,97.15
804521,Flipkart Campaign 4520,Facebook,2024-11,656482,30206,387,118198,482202,4.08
804522,Flipkart Campaign 4521,Facebook,2025-06,756653,11653,610,122692,785070,6.4
804523,Flipkart Campaign 4522,Google,2024-06,95559,37935,1494,295922,3083616,10.42
804524,Flipkart Campaign 4523,Facebook,2024-10,67538,13460,3205,38736,4169705,107.64
804525,Flipkart Campaign 4524,Facebook,2024-12,557085,35420,2947,138249,4134641,29.91
804526,Flipkart Campaign 4525,Instagram,2025-03,731658,5026,166,233850,295646,1.26
804527,Flipkart Campaign 4526,Facebook,2025-03,357736,16389,3422,292023,6306746,21.6
804528,Flipkart Campaign 4527,Instagram,2025-09,119485,21992,2200,225876,3236200,14.33
804529,Flipkart Campaign 4528,Google,2024-09,237337,3479,2577,85495,4617984,54.01
804530,Flipkart Campaign 4529,Facebook,2025-07,287522,5967,1143,32101,1073277,33.43
804531,Flipkart Campaign 4530,Facebook,2024-06,258146,34984,1356,105687,1636692,15.49
804532,Flipkart Campaign 4531,Facebook,2024-10,255843,13121,1660,331273,2119820,6.4
804533,Flipkart Campaign 4532,Instagram,2025-06,732395,27085,3039,117781,5704203,48.43
804534,Flipkart Campaign 4533,Instagram,2024-05,484594,28356,1508,230368,2955680,12.83
804535,Flipkart Campaign 4534,Facebook,2024-11,197995,19535,3094,62818,4439890,70.68
804536,Flipkart Campaign 4535,Google,2025-11,450897,33693,2843,394985,3144358,7.96
804537,Flipkart Campaign 4536,Google,2025-01,91263,23580,2431,340026,3029026,8.91
804538,Flipkart Campaign 4537,Facebook,2024-05,650271,17959,2422,73623,2533412,34.41
804539,Flipkart Campaign 4538,Google,2024-07,780613,35104,1621,370056,3425173,9.26
804540,Flipkart Campaign 4539,Facebook,2025-04,28019,31210,1280,33495,2448640,73.1
804541,Flipkart Campaign 4540,Google,2024-10,274038,29616,1960,148517,2175600,14.65
804542,Flipkart Campaign 4541,Facebook,2024-04,799402,30579,3264,211256,6446400,30.51
804543,Flipkart Campaign 4542,Facebook,2024-07,604866,15134,280,120803,253960,2.1
804544,Flipkart Campaign 4543,Google,2024-08,550169,10957,3209,363579,3276389,9.01
804545,Flipkart Campaign 4544,Instagram,2025-07,582414,4502,1137,331300,1519032,4.59
804546,Flipkart Campaign 4545,Facebook,2025-11,221484,7211,3454,178489,4859778,27.23
804547,Flipkart Campaign 4546,Instagram,2024-01,714581,8692,3317,115424,5492952,47.59
804548,Flipkart Campaign 4547,Instagram,2024-05,470124,31403,2852,174264,4882624,28.02
804549,Flipkart Campaign 4548,Google,2025-09,425281,22248,1760,250459,1916640,7.65
804550,Flipkart Campaign 4549,Instagram,2024-10,490834,3451,940,94037,1557580,16.56
804551,Flipkart Campaign 4550,Facebook,2024-11,575266,21071,3365,233023,4219710,18.11
804552,Flipkart Campaign 4551,Instagram,2025-03,46114,24705,1593,175968,2018331,11.47
804553,Flipkart Campaign 4552,Instagram,2024-01,569760,24539,3105,240376,4657500,19.38
804554,Flipkart Campaign 4553,Google,2025-10,456315,37888,2606,119833,3161078,26.38
804555,Flipkart Campaign 4554,Google,2024-01,338326,8818,474,140078,765036,5.46
804556,Flipkart Campaign 4555,Facebook,2024-02,666556,15693,1411,114995,1725653,15.01
804557,Flipkart Campaign 4556,Instagram,2024-03,763043,36343,2205,233389,4454100,19.08
804558,Flipkart Campaign 4557,Google,2024-02,103222,29187,2648,326644,5155656,15.78
804559,Flipkart Campaign 4558,Facebook,2025-03,366584,3730,2552,173043,4141896,23.94
804560,Flipkart Campaign 4559,Instagram,2025-11,320901,30186,1682,367900,2909860,7.91
804561,Flipkart Campaign 4560,Google,2025-03,337517,10924,1534,313934,1687400,5.38
804562,Flipkart Campaign 4561,Facebook,2025-09,590157,34160,1165,352889,2183210,6.19
804563,Flipkart Campaign 4562,Instagram,2025-08,311598,9274,2966,372589,3502846,9.4
804564,Flipkart Campaign 4563,Google,2025-06,354922,10723,1182,139034,1131174,8.14
804565,Flipkart Campaign 4564,Google,2025-07,718395,36791,1285,224682,1542000,6.86
804566,Flipkart Campaign 4565,Google,2024-07,518366,20911,1394,153744,3064012,19.93
804567,Flipkart Campaign 4566,Facebook,2025-03,40860,25623,1944,83044,3823848,46.05
804568,Flipkart Campaign 4567,Instagram,2024-07,60172,7437,2594,196390,2837836,14.45
804569,Flipkart Campaign 4568,Facebook,2024-11,192218,1059,387,97327,736461,7.57
804570,Flipkart Campaign 4569,Facebook,2025-01,654211,20288,1340,341355,1937640,5.68
804571,Flipkart Campaign 4570,Google,2025-11,160120,11894,904,329672,904904,2.74
804572,Flipkart Campaign 4571,Facebook,2025-12,113850,39962,2346,68346,3565920,52.17
804573,Flipkart Campaign 4572,Google,2025-11,491698,19178,3485,294953,4753540,16.12
804574,Flipkart Campaign 4573,Google,2024-11,302997,5395,441,32698,942417,28.82
804575,Flipkart Campaign 4574,Google,2025-11,519237,35996,1076,147172,1973384,13.41
804576,Flipkart Campaign 4575,Facebook,2025-09,579088,35803,618,328022,739128,2.25
804577,Flipkart Campaign 4576,Google,2024-05,278425,16746,176,101039,308352,3.05
804578,Flipkart Campaign 4577,Google,2024-08,637413,13505,851,397326,772708,1.94
804579,Flipkart Campaign 4578,Google,2025-08,173562,30359,2442,92258,3865686,41.9
804580,Flipkart Campaign 4579,Instagram,2025-10,557197,11895,2403,152497,3936114,25.81
804581,Flipkart Campaign 4580,Facebook,2024-07,432917,18722,2747,321273,5914291,18.41
804582,Flipkart Campaign 4581,Facebook,2024-10,602429,3251,2935,305702,3903550,12.77
804583,Flipkart Campaign 4582,Facebook,2024-03,509978,24036,2303,352232,2293788,6.51
804584,Flipkart Campaign 4583,Instagram,2024-04,518061,16660,2825,30239,5395750,178.44
804585,Flipkart Campaign 4584,Facebook,2024-01,752558,3063,1428,85581,2287656,26.73
804586,Flipkart Campaign 4585,Google,2024-03,746840,34933,1123,174181,1054497,6.05
804587,Flipkart Campaign 4586,Facebook,2025-02,203413,1833,1282,229011,1494812,6.53
804588,Flipkart Campaign 4587,Instagram,2025-02,440078,19536,2885,283334,4520795,15.96
804589,Flipkart Campaign 4588,Facebook,2024-04,41307,5368,451,110939,670186,6.04
804590,Flipkart Campaign 4589,Facebook,2025-07,709126,32767,1747,37873,1675373,44.24
804591,Flipkart Campaign 4590,Google,2025-08,101358,1870,465,256584,497550,1.94
804592,Flipkart Campaign 4591,Google,2024-11,723093,7646,2702,149263,4401558,29.49
804593,Flipkart Campaign 4592,Facebook,2024-05,359266,26550,2721,169272,4342716,25.66
804594,Flipkart Campaign 4593,Facebook,2025-10,487195,3738,2417,219467,4616470,21.03
804595,Flipkart Campaign 4594,Google,2025-07,305301,15740,3256,105500,3360192,31.85
804596,Flipkart Campaign 4595,Facebook,2025-05,180718,22210,1384,243338,2201944,9.05
804597,Flipkart Campaign 4596,Instagram,2025-01,511459,9531,1298,131492,1626394,12.37
804598,Flipkart Campaign 4597,Instagram,2024-11,390746,31156,577,248397,1027637,4.14
804599,Flipkart Campaign 4598,Facebook,2024-12,150298,7366,690,235017,1254420,5.34
804600,Flipkart Campaign 4599,Instagram,2024-05,580410,5935,1738,60214,3149256,52.3
804601,Flipkart Campaign 4600,Facebook,2024-10,774648,30018,964,31600,1820996,57.63
804602,Flipkart Campaign 4601,Instagram,2024-08,301911,25296,3121,127545,2977434,23.34
804603,Flipkart Campaign 4602,Google,2024-06,348074,32813,2710,53734,3135470,58.35
804604,Flipkart Campaign 4603,Google,2024-11,767757,10580,194,196347,333874,1.7
804605,Flipkart Campaign 4604,Google,2025-11,211710,12363,1793,185609,2312970,12.46
804606,Flipkart Campaign 4605,Google,2025-06,797090,33310,3116,48428,6602804,136.34
804607,Flipkart Campaign 4606,Instagram,2025-12,200096,33411,1207,53419,1881713,35.23
804608,Flipkart Campaign 4607,Instagram,2024-04,316797,16897,2586,381972,5112522,13.38
804609,Flipkart Campaign 4608,Facebook,2024-08,480343,31649,3435,266818,6371925,23.88
804610,Flipkart Campaign 4609,Facebook,2025-11,607361,5880,2196,91963,2055456,22.35
804611,Flipkart Campaign 4610,Facebook,2025-01,206067,34706,2651,130777,3883715,29.7
804612,Flipkart Campaign 4611,Facebook,2024-05,767906,38694,2283,123807,4901601,39.59
804613,Flipkart Campaign 4612,Instagram,2024-12,589148,13436,2177,218238,3311217,15.17
804614,Flipkart Campaign 4613,Facebook,2025-02,381641,10140,519,87367,677814,7.76
804615,Flipkart Campaign 4614,Google,2025-05,404495,10973,2435,295720,3192285,10.79
804616,Flipkart Campaign 4615,Instagram,2024-02,570748,12642,1929,278599,3559005,12.77
804617,Flipkart Campaign 4616,Facebook,2025-09,611853,30459,929,48014,1701928,35.45
804618,Flipkart Campaign 4617,Instagram,2024-01,405052,28121,2638,129686,4331596,33.4
804619,Flipkart Campaign 4618,Instagram,2024-04,703961,8049,3130,187264,3965710,21.18
804620,Flipkart Campaign 4619,Facebook,2025-06,695142,9561,2381,54215,2904820,53.58
804621,Flipkart Campaign 4620,Facebook,2025-03,139433,5643,3418,94050,3240264,34.45
804622,Flipkart Campaign 4621,Instagram,2025-10,167403,10739,350,349842,654150,1.87
804623,Flipkart Campaign 4622,Google,2024-03,181298,12753,1960,184569,4125800,22.35
804624,Flipkart Campaign 4623,Instagram,2024-09,145566,27402,245,166795,289100,1.73
804625,Flipkart Campaign 4624,Instagram,2024-06,718109,32723,657,49862,1120842,22.48
804626,Flipkart Campaign 4625,Instagram,2025-01,619348,14174,1428,109802,2471868,22.51
804627,Flipkart Campaign 4626,Google,2025-12,592944,21586,1134,248259,1181628,4.76
804628,Flipkart Campaign 4627,Facebook,2025-06,199999,8557,2596,299112,4711740,15.75
804629,Flipkart Campaign 4628,Facebook,2025-09,360433,36644,2980,343416,5390820,15.7
804630,Flipkart Campaign 4629,Google,2024-01,745728,31123,1182,125888,1213914,9.64
804631,Flipkart Campaign 4630,Google,2025-12,419091,34439,441,321904,711333,2.21
804632,Flipkart Campaign 4631,Instagram,2025-04,389946,6917,3292,52460,4068912,77.56
804633,Flipkart Campaign 4632,Google,2025-04,279447,9510,1056,80072,2212320,27.63
804634,Flipkart Campaign 4633,Facebook,2024-09,475888,11067,533,136812,1070264,7.82
804635,Flipkart Campaign 4634,Instagram,2024-01,156640,39337,2358,295429,2633886,8.92
804636,Flipkart Campaign 4635,Instagram,2024-05,102045,15568,2730,357558,5844930,16.35
804637,Flipkart Campaign 4636,Google,2025-02,77179,9526,3167,249013,6571525,26.39
804638,Flipkart Campaign 4637,Google,2025-10,162922,3876,1352,349653,2551224,7.3
804639,Flipkart Campaign 4638,Instagram,2025-03,375039,26889,2971,381311,4340631,11.38
804640,Flipkart Campaign 4639,Instagram,2025-12,36085,22052,2988,250559,4159296,16.6
804641,Flipkart Campaign 4640,Google,2024-06,324218,27683,1114,390689,2108802,5.4
804642,Flipkart Campaign 4641,Facebook,2025-08,334240,21989,1235,234620,2221765,9.47
804643,Flipkart Campaign 4642,Google,2025-08,740995,37708,1424,265279,2734080,10.31
804644,Flipkart Campaign 4643,Facebook,2025-12,270278,20671,184,74289,207184,2.79
804645,Flipkart Campaign 4644,Instagram,2025-07,34993,23193,1157,112979,1587404,14.05
804646,Flipkart Campaign 4645,Google,2024-12,166362,24563,898,325502,1502354,4.62
804647,Flipkart Campaign 4646,Instagram,2025-12,667906,31339,2303,199966,3839101,19.2
804648,Flipkart Campaign 4647,Google,2025-07,83256,6698,2072,221220,1958040,8.85
804649,Flipkart Campaign 4648,Facebook,2025-05,271107,10784,1847,64427,3620120,56.19
804650,Flipkart Campaign 4649,Facebook,2025-11,20247,16095,886,281284,1902242,6.76
804651,Flipkart Campaign 4650,Facebook,2024-06,115312,28084,1241,221989,1780835,8.02
804652,Flipkart Campaign 4651,Google,2024-08,101507,38372,1956,194818,3712488,19.06
804653,Flipkart Campaign 4652,Instagram,2024-01,48413,11486,1534,197327,3345654,16.95
804654,Flipkart Campaign 4653,Google,2025-08,412735,16275,1459,230064,1566966,6.81
804655,Flipkart Campaign 4654,Instagram,2024-02,687821,3570,644,112829,1104460,9.79
804656,Flipkart Campaign 4655,Google,2025-07,577012,20103,2816,299947,4747776,15.83
804657,Flipkart Campaign 4656,Instagram,2025-09,629862,7832,2716,348971,5043612,14.45
804658,Flipkart Campaign 4657,Facebook,2024-11,697078,34408,1455,49153,1542300,31.38
804659,Flipkart Campaign 4658,Google,2025-04,694658,30210,454,247887,512566,2.07
804660,Flipkart Campaign 4659,Facebook,2025-09,157180,25364,3209,215875,6783826,31.42
804661,Flipkart Campaign 4660,Instagram,2024-03,516746,14205,473,370028,879780,2.38
804662,Flipkart Campaign 4661,Facebook,2024-11,222444,13979,610,125312,640500,5.11
804663,Flipkart Campaign 4662,Google,2024-08,748080,27628,1344,155525,2197440,14.13
804664,Flipkart Campaign 4663,Instagram,2025-09,361322,10153,1340,282584,1633460,5.78
804665,Flipkart Campaign 4664,Facebook,2025-06,70963,38986,2635,324314,3565155,10.99
804666,Flipkart Campaign 4665,Google,2025-08,135989,9922,1383,98898,2572380,26.01
804667,Flipkart Campaign 4666,Facebook,2025-10,603924,39156,1492,55550,1679992,30.24
804668,Flipkart Campaign 4667,Instagram,2024-04,613771,19752,194,162159,407594,2.51
804669,Flipkart Campaign 4668,Instagram,2024-07,107325,23501,1064,339415,2220568,6.54
804670,Flipkart Campaign 4669,Google,2025-01,212952,1894,1069,170176,1449564,8.52
804671,Flipkart Campaign 4670,Google,2025-02,490010,27158,310,371012,545910,1.47
804672,Flipkart Campaign 4671,Google,2024-12,203901,20873,3290,111331,5645640,50.71
804673,Flipkart Campaign 4672,Instagram,2024-11,731030,2500,3104,339065,3386464,9.99
804674,Flipkart Campaign 4673,Facebook,2024-04,753717,3697,2123,111664,3190869,28.58
804675,Flipkart Campaign 4674,Google,2024-12,270445,31852,958,326748,1892050,5.79
804676,Flipkart Campaign 4675,Facebook,2025-05,164652,7339,884,141067,1486888,10.54
804677,Flipkart Campaign 4676,Google,2025-09,731121,6825,1547,268205,2034305,7.58
804678,Flipkart Campaign 4677,Google,2024-05,144894,7849,954,253597,1055124,4.16
804679,Flipkart Campaign 4678,Facebook,2024-08,557964,7646,1640,383055,2774880,7.24
804680,Flipkart Campaign 4679,Google,2024-04,434161,14568,660,38058,806520,21.19
804681,Flipkart Campaign 4680,Instagram,2024-06,462110,7964,857,170674,1498036,8.78
804682,Flipkart Campaign 4681,Google,2024-06,98279,20727,2636,32271,3426800,106.19
804683,Flipkart Campaign 4682,Google,2024-08,555975,34721,252,123277,536508,4.35
804684,Flipkart Campaign 4683,Facebook,2024-01,343309,17168,232,382801,448688,1.17
804685,Flipkart Campaign 4684,Facebook,2024-04,99516,4750,3163,142148,4772967,33.58
804686,Flipkart Campaign 4685,Instagram,2024-05,573574,39673,2191,248121,3926272,15.82
804687,Flipkart Campaign 4686,Instagram,2024-02,289505,23208,1969,151186,3689906,24.41
804688,Flipkart Campaign 4687,Instagram,2024-11,653261,26128,2326,103796,3172664,30.57
804689,Flipkart Campaign 4688,Google,2024-05,336926,18059,2120,292984,3847800,13.13
804690,Flipkart Campaign 4689,Facebook,2025-09,233425,23422,552,283147,874368,3.09
804691,Flipkart Campaign 4690,Google,2024-09,632764,22705,2081,392241,2087243,5.32
804692,Flipkart Campaign 4691,Instagram,2025-05,216023,32325,975,295393,1608750,5.45
804693,Flipkart Campaign 4692,Facebook,2024-07,685518,7545,1071,275654,2106657,7.64
804694,Flipkart Campaign 4693,Facebook,2025-04,658236,10805,2134,99384,4007652,40.32
804695,Flipkart Campaign 4694,Facebook,2024-12,39145,37918,3240,72164,4374000,60.61
804696,Flipkart Campaign 4695,Facebook,2024-01,206384,16570,697,175786,807823,4.6
804697,Flipkart Campaign 4696,Facebook,2024-10,519954,3669,2817,237904,5236803,22.01
804698,Flipkart Campaign 4697,Facebook,2025-07,703045,18342,654,255728,780222,3.05
804699,Flipkart Campaign 4698,Facebook,2025-08,77012,29438,731,170091,846498,4.98
804700,Flipkart Campaign 4699,Instagram,2025-11,273881,5120,1858,361084,2199872,6.09
804701,Flipkart Campaign 4700,Google,2025-03,208697,16100,2873,151610,2933333,19.35
804702,Flipkart Campaign 4701,Instagram,2025-07,437230,20602,188,254853,277864,1.09
804703,Flipkart Campaign 4702,Google,2025-06,300338,29112,1936,262863,2178000,8.29
804704,Flipkart Campaign 4703,Facebook,2024-04,517257,31931,1998,130224,2547450,19.56
804705,Flipkart Campaign 4704,Google,2024-07,327990,35898,2205,259066,2787120,10.76
804706,Flipkart Campaign 4705,Google,2025-10,381127,8948,1592,165653,1870600,11.29
804707,Flipkart Campaign 4706,Google,2024-12,580242,5217,1644,335501,1979376,5.9
804708,Flipkart Campaign 4707,Instagram,2024-06,172921,8118,380,313058,372020,1.19
804709,Flipkart Campaign 4708,Instagram,2025-10,246156,20050,297,375156,541134,1.44
804710,Flipkart Campaign 4709,Facebook,2024-04,507519,37426,475,68539,752875,10.98
804711,Flipkart Campaign 4710,Facebook,2024-10,173601,16896,537,115541,1115349,9.65
804712,Flipkart Campaign 4711,Instagram,2025-10,635026,24526,2949,246523,3591882,14.57
804713,Flipkart Campaign 4712,Instagram,2024-10,663540,26029,546,195798,1015560,5.19
804714,Flipkart Campaign 4713,Instagram,2024-12,331920,37755,1463,393173,1446907,3.68
804715,Flipkart Campaign 4714,Facebook,2025-10,372008,26416,2011,255672,2063286,8.07
804716,Flipkart Campaign 4715,Instagram,2024-03,534036,16883,1809,339049,2910681,8.58
804717,Flipkart Campaign 4716,Instagram,2025-02,219174,5856,658,291223,938966,3.22
804718,Flipkart Campaign 4717,Google,2025-05,347016,22424,2807,117286,5622421,47.94
804719,Flipkart Campaign 4718,Google,2024-08,478741,31810,2138,210248,1934890,9.2
804720,Flipkart Campaign 4719,Facebook,2025-08,594845,35387,1913,345800,2020128,5.84
804721,Flipkart Campaign 4720,Google,2024-01,684853,8747,934,231182,1847452,7.99
804722,Flipkart Campaign 4721,Facebook,2025-09,515681,19694,2079,75310,3652803,48.5
804723,Flipkart Campaign 4722,Instagram,2025-11,119103,26557,2221,117352,2114392,18.02
804724,Flipkart Campaign 4723,Facebook,2025-11,750850,26394,2639,306408,5694962,18.59
804725,Flipkart Campaign 4724,Instagram,2025-03,307003,21535,1085,212687,2331665,10.96
804726,Flipkart Campaign 4725,Facebook,2024-11,411134,11121,1498,191735,2693404,14.05
804727,Flipkart Campaign 4726,Google,2025-12,160099,37885,808,282584,1462480,5.18
804728,Flipkart Campaign 4727,Facebook,2024-04,620100,28266,730,138184,1080400,7.82
804729,Flipkart Campaign 4728,Facebook,2024-04,758770,3712,1664,241308,3579264,14.83
804730,Flipkart Campaign 4729,Google,2025-09,407694,19119,3390,71749,6034200,84.1
804731,Flipkart Campaign 4730,Facebook,2024-10,388423,38790,1882,257088,3523104,13.7
804732,Flipkart Campaign 4731,Instagram,2025-07,176009,15648,699,186968,657060,3.51
804733,Flipkart Campaign 4732,Instagram,2024-04,491925,2780,644,319139,605360,1.9
804734,Flipkart Campaign 4733,Instagram,2024-10,545845,22644,2707,344236,4166073,12.1
804735,Flipkart Campaign 4734,Facebook,2024-08,371482,27112,1224,98899,1861704,18.82
804736,Flipkart Campaign 4735,Facebook,2024-10,418211,25250,3064,204925,4724688,23.06
804737,Flipkart Campaign 4736,Google,2025-04,431637,21646,2320,68694,2876800,41.88
804738,Flipkart Campaign 4737,Instagram,2025-09,439805,16548,195,375098,371475,0.99
804739,Flipkart Campaign 4738,Facebook,2024-10,657564,17627,523,98250,728016,7.41
804740,Flipkart Campaign 4739,Instagram,2025-08,580602,23311,3208,271619,5344528,19.68
804741,Flipkart Campaign 4740,Instagram,2025-02,459640,26476,1645,336950,1496950,4.44
804742,Flipkart Campaign 4741,Facebook,2024-03,120334,10956,538,218188,844122,3.87
804743,Flipkart Campaign 4742,Google,2025-05,549338,4021,2289,172073,2465253,14.33
804744,Flipkart Campaign 4743,Instagram,2025-12,251297,11781,367,342438,636378,1.86
804745,Flipkart Campaign 4744,Facebook,2024-01,341347,13134,2845,304841,3644445,11.96
804746,Flipkart Campaign 4745,Instagram,2024-02,667626,29660,2226,165031,2168124,13.14
804747,Flipkart Campaign 4746,Facebook,2024-10,145943,29999,2758,393698,5278812,13.41
804748,Flipkart Campaign 4747,Google,2024-01,407548,9834,863,79068,856959,10.84
804749,Flipkart Campaign 4748,Google,2025-01,38133,27980,269,108159,373103,3.45
804750,Flipkart Campaign 4749,Facebook,2024-08,796571,27625,1507,188542,2744247,14.56
804751,Flipkart Campaign 4750,Facebook,2024-03,153425,32351,1720,363242,2593760,7.14
804752,Flipkart Campaign 4751,Facebook,2024-03,676247,15080,2499,204846,4175829,20.39
804753,Flipkart Campaign 4752,Google,2024-08,790364,6479,523,118511,782931,6.61
804754,Flipkart Campaign 4753,Instagram,2025-09,622117,32702,2619,114497,3946833,34.47
804755,Flipkart Campaign 4754,Google,2025-09,149183,5130,3005,74320,6469765,87.05
804756,Flipkart Campaign 4755,Instagram,2025-11,356202,20048,2772,207150,5735268,27.69
804757,Flipkart Campaign 4756,Google,2024-08,321502,34677,1282,231209,1793518,7.76
804758,Flipkart Campaign 4757,Instagram,2025-11,546783,31622,1996,209278,2021948,9.66
804759,Flipkart Campaign 4758,Facebook,2024-06,193316,20192,1377,148763,1613844,10.85
804760,Flipkart Campaign 4759,Facebook,2024-10,49415,2009,2924,200533,3681316,18.36
804761,Flipkart Campaign 4760,Instagram,2025-07,144377,26668,2393,237132,3515317,14.82
804762,Flipkart Campaign 4761,Facebook,2024-06,498620,2371,2608,308221,2688848,8.72
804763,Flipkart Campaign 4762,Facebook,2024-11,657574,23753,261,162351,413946,2.55
804764,Flipkart Campaign 4763,Instagram,2025-09,667250,32994,2167,131459,2823601,21.48
804765,Flipkart Campaign 4764,Facebook,2025-04,673707,11110,2132,255484,2822768,11.05
804766,Flipkart Campaign 4765,Instagram,2025-11,340549,8193,2246,223798,4867082,21.75
804767,Flipkart Campaign 4766,Facebook,2024-01,540295,36834,344,288629,538016,1.86
804768,Flipkart Campaign 4767,Facebook,2024-10,357002,4713,2489,155642,3439798,22.1
804769,Flipkart Campaign 4768,Instagram,2025-02,222543,36127,174,306645,362616,1.18
804770,Flipkart Campaign 4769,Instagram,2025-08,789818,38684,928,178777,866752,4.85
804771,Flipkart Campaign 4770,Instagram,2025-03,181454,29652,1930,297475,3360130,11.3
804772,Flipkart Campaign 4771,Facebook,2024-03,448509,19508,2483,197533,2388646,12.09
804773,Flipkart Campaign 4772,Instagram,2024-05,211257,34933,216,101503,412560,4.06
804774,Flipkart Campaign 4773,Google,2024-01,262968,25996,3167,51774,3065656,59.21
804775,Flipkart Campaign 4774,Instagram,2024-04,564566,8082,1458,298059,2471310,8.29
804776,Flipkart Campaign 4775,Google,2025-04,699311,13174,3441,71147,3344652,47.01
804777,Flipkart Campaign 4776,Instagram,2024-06,758008,36410,3027,383492,3880614,10.12
804778,Flipkart Campaign 4777,Instagram,2024-12,286077,29903,673,348447,1001424,2.87
804779,Flipkart Campaign 4778,Facebook,2024-08,186710,16747,1028,377460,1326120,3.51
804780,Flipkart Campaign 4779,Google,2025-04,250484,34515,1835,118910,2952515,24.83
804781,Flipkart Campaign 4780,Facebook,2025-01,60248,13216,786,118164,1215942,10.29
804782,Flipkart Campaign 4781,Instagram,2024-06,782251,21351,2457,378341,3980340,10.52
804783,Flipkart Campaign 4782,Facebook,2025-05,140572,9558,505,223678,897385,4.01
804784,Flipkart Campaign 4783,Google,2025-11,643100,2187,1016,306948,1031240,3.36
804785,Flipkart Campaign 4784,Facebook,2025-10,697509,36731,761,192949,877433,4.55
804786,Flipkart Campaign 4785,Google,2024-09,76214,25088,2973,140465,5598159,39.85
804787,Flipkart Campaign 4786,Facebook,2025-08,585899,19297,1482,92322,2506062,27.14
804788,Flipkart Campaign 4787,Google,2024-03,198282,22680,1583,236906,3161251,13.34
804789,Flipkart Campaign 4788,Google,2025-08,123765,4654,2599,230055,2835509,12.33
804790,Flipkart Campaign 4789,Facebook,2024-10,166368,37211,555,107278,677655,6.32
804791,Flipkart Campaign 4790,Facebook,2024-03,519278,12204,256,253438,449792,1.77
804792,Flipkart Campaign 4791,Google,2025-08,592386,33380,416,145770,532480,3.65
804793,Flipkart Campaign 4792,Facebook,2024-04,211249,21909,2052,136964,3441204,25.12
804794,Flipkart Campaign 4793,Instagram,2025-07,455930,26257,2719,157432,3765815,23.92
804795,Flipkart Campaign 4794,Google,2024-06,203316,36184,1446,195131,2203704,11.29
804796,Flipkart Campaign 4795,Google,2024-11,565561,7063,2302,92829,3782186,40.74
804797,Flipkart Campaign 4796,Google,2025-06,121887,19425,1979,348969,2576658,7.38
804798,Flipkart Campaign 4797,Google,2024-09,299708,33759,254,216354,332994,1.54
804799,Flipkart Campaign 4798,Facebook,2024-09,195590,11810,1389,41215,2169618,52.64
804800,Flipkart Campaign 4799,Instagram,2025-11,670715,4332,1800,227007,1666800,7.34
804801,Flipkart Campaign 4800,Google,2024-08,543245,9498,335,195987,628795,3.21
804802,Flipkart Campaign 4801,Instagram,2025-10,72389,4884,2403,265460,3248856,12.24
804803,Flipkart Campaign 4802,Instagram,2024-12,144449,1766,1199,273079,1557501,5.7
804804,Flipkart Campaign 4803,Google,2024-02,459564,15906,392,209173,475496,2.27
804805,Flipkart Campaign 4804,Google,2025-11,685425,38563,3337,307044,5916501,19.27
804806,Flipkart Campaign 4805,Google,2025-05,606044,18096,1361,232821,1884985,8.1
804807,Flipkart Campaign 4806,Instagram,2025-07,201721,27766,2491,393595,5178789,13.16
804808,Flipkart Campaign 4807,Facebook,2025-12,487607,28794,1845,68515,3468600,50.63
