inventory_id,product_id,stock_received,stock_sold,damaged_stock,month,warehouse_city,closing_stock
912873,500581,197,262,5,2024-08,Mumbai,-70
912874,502476,496,294,14,2024-08,Chennai,188
912875,500441,439,55,6,2024-02,Bangalore,378
912876,503483,326,162,8,2025-10,Kolkata,156
912877,502020,125,108,9,2024-04,Delhi,8
912878,502649,493,422,2,2025-08,Bangalore,69
912879,502695,438,395,0,2024-10,Delhi,43
912880,502654,116,438,18,2024-04,Chennai,-340
912881,500588,251,249,15,2025-01,Hyderabad,-13
912882,502729,566,345,15,2024-07,Delhi,206
912883,500966,567,412,10,2025-10,Hyderabad,145
912884,500005,302,339,4,2025-12,Chennai,-41
912885,500987,340,388,8,2025-01,Mumbai,-56
912886,500643,495,301,21,2024-11,Pune,173
912887,502650,533,430,2,2025-08,Hyderabad,101
912888,502302,160,260,5,2024-09,Hyderabad,-105
912889,501402,145,272,10,2024-04,Chennai,-137
912890,501238,414,75,10,2025-06,Delhi,329
912891,500979,514,114,3,2024-09,Mumbai,397
912892,501363,438,133,0,2024-05,Pune,305
912893,501294,221,50,19,2025-08,Kolkata,152
912894,500311,233,351,6,2024-07,Kolkata,-124
912895,500225,478,405,0,2025-04,Chennai,73
912896,501008,193,354,11,2025-12,Mumbai,-172
912897,500679,352,159,24,2025-03,Kolkata,169
912898,502008,541,280,5,2024-08,Pune,256
912899,500103,297,348,23,2025-05,Hyderabad,-74
912900,502497,241,390,19,2025-08,Mumbai,-168
912901,500130,237,344,4,2025-01,Bangalore,-111
912902,502860,415,124,8,2024-07,Bangalore,283
912903,500433,152,236,1,2024-04,Mumbai,-85
912904,502068,283,99,24,2024-12,Chennai,160
912905,502668,421,142,19,2025-08,Bangalore,260
912906,501961,465,427,9,2025-08,Kolkata,29
912907,502236,175,311,23,2024-08,Kolkata,-159
912908,501192,181,329,6,2025-06,Chennai,-154
912909,502850,439,159,2,2025-03,Kolkata,278
912910,503363,485,409,11,2025-03,Chennai,65
912911,500696,218,410,17,2025-03,Mumbai,-209
912912,502314,241,200,20,2025-02,Delhi,21
912913,500658,298,355,21,2024-04,Hyderabad,-78
912914,500567,329,360,9,2025-11,Delhi,-40
912915,500187,535,75,9,2025-01,Chennai,451
912916,502499,320,290,9,2025-06,Hyderabad,21
912917,502642,504,192,13,2025-03,Pune,299
912918,502531,465,426,19,2024-02,Delhi,20
912919,500774,296,65,15,2025-02,Bangalore,216
912920,501701,313,138,4,2025-05,Mumbai,171
912921,502690,199,226,5,2024-03,Pune,-32
912922,503314,512,172,12,2024-07,Chennai,328
912923,503236,109,74,8,2024-10,Chennai,27
912924,501105,443,191,11,2025-12,Mumbai,241
912925,501399,287,432,7,2025-01,Mumbai,-152
912926,503334,328,335,4,2024-10,Chennai,-11
912927,502310,565,207,7,2025-08,Bangalore,351
912928,500426,275,352,15,2024-08,Bangalore,-92
912929,500728,182,68,5,2024-04,Pune,109
912930,501146,177,352,0,2024-02,Delhi,-175
912931,502747,459,297,24,2025-09,Pune,138
912932,502232,132,332,21,2024-08,Chennai,-221
912933,502351,281,408,7,2025-05,Delhi,-134
912934,503109,124,278,23,2024-01,Mumbai,-177
912935,500105,549,95,11,2024-10,Hyderabad,443
912936,502824,486,229,9,2024-01,Bangalore,248
912937,502330,137,284,5,2024-12,Delhi,-152
912938,503237,194,407,1,2025-08,Mumbai,-214
912939,500271,317,412,10,2024-08,Hyderabad,-105
912940,500233,362,270,20,2024-11,Bangalore,72
912941,500112,479,116,9,2024-05,Bangalore,354
912942,500660,205,154,7,2024-10,Mumbai,44
912943,500452,124,378,11,2025-12,Hyderabad,-265
912944,501298,397,69,24,2025-04,Kolkata,304
912945,502443,413,104,0,2025-12,Delhi,309
912946,501559,148,202,16,2025-03,Bangalore,-70
912947,500553,242,118,15,2024-06,Mumbai,109
912948,502835,104,286,21,2024-12,Pune,-203
912949,501863,404,186,3,2024-10,Mumbai,215
912950,503005,394,147,19,2024-10,Bangalore,228
912951,502816,347,227,9,2025-06,Hyderabad,111
912952,502284,501,259,5,2025-12,Pune,237
912953,500306,387,241,16,2024-12,Chennai,130
912954,503145,429,50,13,2025-10,Bangalore,366
912955,502756,261,389,10,2025-01,Delhi,-138
912956,501035,262,57,15,2024-08,Mumbai,190
912957,500837,294,449,5,2024-04,Bangalore,-160
912958,502816,503,101,21,2024-12,Bangalore,381
912959,502941,358,120,12,2025-10,Bangalore,226
912960,502710,359,278,16,2024-02,Delhi,65
912961,502928,410,218,13,2024-01,Bangalore,179
912962,502772,330,263,19,2024-06,Pune,48
912963,502683,144,141,18,2024-12,Chennai,-15
912964,502994,414,72,5,2025-12,Chennai,337
912965,502241,581,50,13,2024-08,Kolkata,518
912966,503007,382,252,7,2024-11,Delhi,123
912967,500892,439,53,21,2025-07,Chennai,365
912968,501623,443,340,13,2025-03,Bangalore,90
912969,502810,491,293,6,2025-12,Mumbai,192
912970,500843,247,353,7,2024-07,Chennai,-113
912971,502342,335,404,5,2025-03,Hyderabad,-74
912972,502475,537,170,19,2024-01,Pune,348
912973,502040,179,326,12,2025-03,Hyderabad,-159
912974,502690,447,136,22,2025-04,Chennai,289
912975,501743,595,412,8,2024-08,Bangalore,175
912976,502442,429,62,8,2024-05,Pune,359
912977,501396,421,229,16,2025-12,Delhi,176
912978,502897,190,359,11,2024-02,Hyderabad,-180
912979,501950,205,288,11,2025-03,Chennai,-94
912980,500855,442,52,13,2024-10,Pune,377
912981,502139,521,191,13,2025-04,Hyderabad,317
912982,501371,252,410,3,2024-05,Chennai,-161
912983,501280,588,202,3,2024-01,Hyderabad,383
912984,502852,438,56,16,2024-04,Mumbai,366
912985,500192,147,331,11,2024-04,Chennai,-195
912986,502029,326,345,24,2025-10,Chennai,-43
912987,502216,496,376,5,2024-10,Pune,115
912988,500039,276,265,19,2025-06,Pune,-8
912989,500921,470,124,1,2025-07,Mumbai,345
912990,500275,269,307,9,2025-02,Mumbai,-47
912991,500719,525,196,1,2024-04,Kolkata,328
912992,501580,248,349,0,2025-04,Hyderabad,-101
912993,502918,525,242,0,2024-04,Hyderabad,283
912994,500173,140,222,3,2025-11,Kolkata,-85
912995,502397,475,250,14,2024-06,Mumbai,211
912996,500166,171,77,12,2025-03,Kolkata,82
912997,501239,280,143,12,2025-10,Hyderabad,125
912998,500829,244,418,0,2024-10,Pune,-174
912999,502300,220,338,8,2024-11,Bangalore,-126
913000,500917,170,376,6,2025-04,Mumbai,-212
913001,503384,581,303,20,2025-04,Kolkata,258
913002,502684,424,227,17,2024-12,Pune,180
913003,503279,495,245,0,2025-10,Hyderabad,250
913004,503434,338,103,9,2025-08,Bangalore,226
913005,502778,475,367,20,2024-02,Pune,88
913006,502331,534,70,10,2025-03,Mumbai,454
913007,502229,260,187,18,2025-09,Kolkata,55
913008,501335,436,55,18,2024-02,Mumbai,363
913009,500562,197,184,5,2024-08,Mumbai,8
913010,502014,468,109,6,2025-05,Pune,353
913011,500395,417,257,0,2024-06,Mumbai,160
913012,502604,388,386,15,2024-12,Kolkata,-13
913013,503023,518,146,0,2025-06,Mumbai,372
913014,500896,214,302,2,2025-10,Bangalore,-90
913015,500472,282,277,10,2025-12,Bangalore,-5
913016,500941,295,62,17,2025-06,Hyderabad,216
913017,503454,131,93,7,2025-09,Chennai,31
913018,501147,404,397,15,2024-09,Delhi,-8
913019,500220,113,288,14,2025-11,Delhi,-189
913020,502634,478,418,21,2025-08,Bangalore,39
913021,502070,452,76,5,2024-05,Hyderabad,371
913022,502375,165,367,19,2025-06,Bangalore,-221
913023,502347,510,218,7,2024-06,Chennai,285
913024,501887,195,166,21,2024-09,Delhi,8
913025,501285,238,51,22,2025-12,Chennai,165
913026,503257,280,400,13,2025-01,Chennai,-133
913027,501230,176,432,11,2024-11,Pune,-267
913028,501112,566,441,0,2024-10,Hyderabad,125
913029,501456,370,236,4,2025-01,Mumbai,130
913030,503290,429,206,10,2025-12,Chennai,213
913031,500348,540,433,20,2024-08,Bangalore,87
913032,500797,367,405,15,2024-03,Bangalore,-53
913033,502745,346,236,5,2024-05,Bangalore,105
913034,502512,227,365,14,2024-06,Chennai,-152
913035,502732,281,340,18,2024-05,Hyderabad,-77
913036,503019,203,97,22,2024-01,Pune,84
913037,501146,568,275,19,2025-02,Pune,274
913038,503010,134,80,13,2024-10,Delhi,41
913039,501444,521,263,21,2024-09,Hyderabad,237
913040,503281,222,224,19,2025-05,Mumbai,-21
913041,500020,508,68,1,2025-02,Hyderabad,439
913042,501247,287,163,0,2024-07,Bangalore,124
913043,502650,510,73,22,2024-11,Hyderabad,415
913044,501429,138,258,11,2025-12,Kolkata,-131
913045,503268,550,98,1,2024-08,Kolkata,451
913046,502140,257,199,2,2025-01,Delhi,56
913047,501095,354,251,23,2025-06,Kolkata,80
913048,500309,585,412,13,2025-05,Kolkata,160
913049,503277,498,215,22,2025-04,Chennai,261
913050,503058,121,347,19,2024-11,Chennai,-245
913051,503077,349,100,2,2024-08,Mumbai,247
913052,502770,559,236,9,2025-07,Chennai,314
913053,500418,554,311,15,2025-09,Hyderabad,228
913054,500714,330,374,22,2024-05,Bangalore,-66
913055,501516,511,317,14,2024-05,Bangalore,180
913056,503382,285,422,5,2024-07,Mumbai,-142
913057,503260,586,69,6,2025-10,Hyderabad,511
913058,501482,240,348,24,2024-01,Kolkata,-132
913059,500688,126,429,19,2024-10,Delhi,-322
913060,503214,220,213,20,2024-06,Pune,-13
913061,503354,159,446,15,2024-02,Hyderabad,-302
913062,501066,559,427,22,2025-11,Kolkata,110
913063,500880,522,88,24,2025-02,Mumbai,410
913064,501019,175,128,18,2024-04,Mumbai,29
913065,503012,104,198,9,2025-02,Bangalore,-103
913066,502253,231,303,20,2024-03,Pune,-92
913067,501881,224,171,2,2025-07,Chennai,51
913068,501629,176,247,23,2024-07,Pune,-94
913069,500706,142,143,9,2024-07,Pune,-10
913070,501035,225,280,21,2024-04,Pune,-76
913071,501046,111,262,5,2024-02,Kolkata,-156
913072,501367,343,412,5,2025-09,Chennai,-74
913073,500617,441,387,7,2025-03,Hyderabad,47
913074,502530,596,87,15,2024-04,Hyderabad,494
913075,501670,237,331,19,2025-07,Delhi,-113
913076,501494,155,124,2,2024-05,Hyderabad,29
913077,500360,566,215,11,2025-11,Bangalore,340
913078,500840,441,150,23,2024-02,Mumbai,268
913079,501189,250,425,21,2024-03,Kolkata,-196
913080,500197,273,386,3,2024-05,Hyderabad,-116
913081,503060,142,227,3,2024-06,Chennai,-88
913082,500777,230,91,11,2025-08,Bangalore,128
913083,500141,295,314,16,2025-02,Chennai,-35
913084,500559,164,414,13,2024-12,Hyderabad,-263
913085,500624,282,120,18,2025-03,Pune,144
913086,502114,412,347,16,2024-01,Bangalore,49
913087,503375,283,352,8,2024-04,Chennai,-77
913088,501011,135,347,0,2024-10,Delhi,-212
913089,501377,142,169,21,2025-10,Hyderabad,-48
913090,501510,121,66,13,2025-12,Delhi,42
913091,501490,498,330,17,2024-03,Mumbai,151
913092,500564,578,214,2,2025-01,Mumbai,362
913093,502064,447,112,0,2025-12,Mumbai,335
913094,501031,390,319,10,2024-04,Mumbai,61
913095,500006,206,434,21,2024-07,Mumbai,-249
913096,500402,173,125,15,2024-07,Hyderabad,33
913097,501700,181,225,19,2024-11,Mumbai,-63
913098,502209,530,396,21,2024-10,Hyderabad,113
913099,500819,210,66,12,2024-09,Mumbai,132
913100,502321,440,310,1,2025-05,Bangalore,129
913101,502147,185,420,11,2024-05,Chennai,-246
913102,500758,345,445,1,2025-02,Chennai,-101
913103,500474,497,295,10,2024-10,Chennai,192
913104,500177,420,135,8,2024-12,Chennai,277
913105,501434,432,415,19,2025-06,Kolkata,-2
913106,503349,109,394,22,2024-11,Delhi,-307
913107,502183,283,184,6,2024-01,Kolkata,93
913108,501120,503,295,4,2024-03,Bangalore,204
913109,500834,122,118,17,2025-01,Bangalore,-13
913110,501864,521,133,5,2025-01,Delhi,383
913111,502070,454,203,4,2025-08,Pune,247
913112,502172,200,391,5,2025-09,Bangalore,-196
913113,501455,482,128,3,2025-05,Chennai,351
913114,501901,360,193,0,2024-09,Bangalore,167
913115,500288,444,337,18,2025-05,Delhi,89
913116,500018,124,351,10,2025-04,Chennai,-237
913117,500681,206,179,19,2025-11,Chennai,8
913118,502781,367,320,13,2025-01,Hyderabad,34
913119,502296,456,444,11,2025-06,Delhi,1
913120,501449,184,353,0,2024-11,Kolkata,-169
913121,503471,418,345,2,2025-10,Mumbai,71
913122,503252,383,126,10,2025-10,Kolkata,247
913123,501708,115,253,18,2024-02,Hyderabad,-156
913124,502482,455,269,3,2024-03,Chennai,183
913125,503022,396,166,10,2024-12,Mumbai,220
913126,501594,533,444,2,2025-02,Bangalore,87
913127,502923,143,366,20,2024-03,Bangalore,-243
913128,502434,232,412,3,2025-11,Mumbai,-183
913129,500122,534,110,20,2025-07,Hyderabad,404
913130,502746,339,87,7,2024-03,Bangalore,245
913131,502110,425,154,18,2024-06,Mumbai,253
913132,500815,450,279,11,2024-02,Chennai,160
913133,501683,355,287,8,2025-05,Mumbai,60
913134,502063,469,173,22,2024-05,Chennai,274
913135,502897,434,339,0,2024-06,Chennai,95
913136,502147,201,304,16,2025-08,Bangalore,-119
913137,500908,323,268,15,2024-01,Kolkata,40
913138,503318,547,179,21,2025-02,Chennai,347
913139,502351,565,244,7,2025-02,Kolkata,314
913140,502294,572,317,2,2024-01,Bangalore,253
913141,501580,322,150,3,2025-07,Chennai,169
913142,500419,138,209,4,2024-08,Mumbai,-75
913143,502598,249,101,19,2024-12,Kolkata,129
913144,502458,256,207,6,2025-05,Delhi,43
913145,503105,161,94,22,2025-04,Bangalore,45
913146,501813,102,155,14,2025-07,Chennai,-67
913147,501539,136,191,14,2025-08,Bangalore,-69
913148,502048,220,238,1,2025-08,Delhi,-19
913149,503311,582,174,6,2025-07,Hyderabad,402
913150,501815,178,204,16,2024-10,Hyderabad,-42
913151,501328,204,182,17,2025-04,Chennai,5
913152,500031,382,224,20,2024-11,Chennai,138
913153,502002,558,312,24,2025-05,Pune,222
913154,502775,179,87,2,2024-05,Bangalore,90
913155,502643,444,326,7,2024-05,Kolkata,111
913156,500979,490,274,16,2025-05,Pune,200
913157,500403,569,192,13,2025-11,Pune,364
913158,500650,137,208,14,2025-01,Bangalore,-85
913159,500657,269,405,19,2025-12,Bangalore,-155
913160,501569,578,275,0,2024-10,Pune,303
913161,502630,123,328,3,2024-04,Delhi,-208
913162,501930,564,298,18,2024-11,Bangalore,248
913163,501886,301,438,18,2024-09,Bangalore,-155
913164,502755,503,142,1,2024-08,Mumbai,360
913165,501481,248,447,14,2025-10,Chennai,-213
913166,502997,284,300,13,2024-10,Delhi,-29
913167,500384,148,193,5,2025-07,Pune,-50
913168,501975,245,170,17,2025-10,Delhi,58
913169,502224,205,269,0,2024-06,Pune,-64
913170,501522,209,108,10,2024-10,Delhi,91
913171,501227,286,360,4,2025-12,Kolkata,-78
913172,501131,100,127,17,2025-07,Kolkata,-44
913173,500043,402,62,20,2025-02,Bangalore,320
913174,502308,167,442,6,2024-01,Chennai,-281
913175,500528,140,430,6,2024-03,Delhi,-296
913176,500885,232,120,3,2024-03,Pune,109
913177,502386,204,106,8,2024-11,Kolkata,90
913178,501774,271,431,20,2024-06,Delhi,-180
913179,500682,487,364,21,2024-01,Delhi,102
913180,502632,381,101,19,2024-04,Mumbai,261
913181,502446,138,209,24,2025-08,Delhi,-95
913182,501709,475,155,5,2024-07,Hyderabad,315
913183,502083,585,200,4,2025-09,Delhi,381
913184,502086,363,246,23,2024-11,Hyderabad,94
913185,500988,170,335,14,2025-05,Kolkata,-179
913186,500357,592,328,22,2025-01,Delhi,242
913187,500760,119,373,20,2025-12,Mumbai,-274
913188,500157,459,121,7,2025-03,Mumbai,331
913189,502909,502,264,6,2025-02,Bangalore,232
913190,501443,308,101,17,2024-10,Hyderabad,190
913191,500300,495,61,1,2024-02,Bangalore,433
913192,500652,200,239,12,2024-09,Mumbai,-51
913193,502228,526,373,13,2024-04,Kolkata,140
913194,501847,251,244,22,2024-05,Chennai,-15
913195,502409,450,194,6,2024-02,Chennai,250
913196,501069,449,322,12,2025-04,Pune,115
913197,503474,585,292,18,2025-11,Chennai,275
913198,501215,478,171,0,2025-01,Pune,307
913199,502081,539,417,21,2025-09,Chennai,101
913200,501342,342,71,23,2025-01,Hyderabad,248
913201,502233,384,228,15,2024-02,Mumbai,141
913202,501281,534,237,3,2024-07,Mumbai,294
913203,501660,504,96,3,2024-12,Mumbai,405
913204,500927,477,175,1,2024-03,Pune,301
913205,501008,229,447,10,2025-05,Pune,-228
913206,502373,554,105,11,2025-11,Chennai,438
913207,500600,455,253,8,2025-04,Pune,194
913208,502804,432,89,1,2025-05,Kolkata,342
913209,500179,453,359,16,2025-03,Pune,78
913210,500786,297,438,3,2024-01,Mumbai,-144
913211,502743,224,66,18,2024-05,Hyderabad,140
913212,501194,445,116,14,2024-03,Delhi,315
913213,500096,182,130,5,2024-04,Kolkata,47
913214,500548,466,182,4,2025-01,Hyderabad,280
913215,500940,286,161,5,2025-07,Chennai,120
913216,501595,320,201,3,2024-09,Delhi,116
913217,502551,379,90,7,2024-02,Delhi,282
913218,500826,297,248,13,2024-08,Pune,36
913219,503073,158,398,24,2025-02,Delhi,-264
913220,501348,238,71,5,2025-05,Kolkata,162
913221,501191,494,351,24,2024-09,Hyderabad,119
913222,502366,441,159,9,2024-09,Pune,273
913223,500992,241,413,21,2024-09,Hyderabad,-193
913224,502633,163,276,10,2025-01,Mumbai,-123
913225,500458,123,281,4,2025-11,Kolkata,-162
913226,502933,174,432,1,2024-04,Delhi,-259
913227,502693,431,377,4,2024-03,Chennai,50
913228,501467,337,396,15,2024-01,Delhi,-74
913229,502185,102,184,16,2025-07,Kolkata,-98
913230,500358,262,98,4,2025-10,Bangalore,160
913231,502782,229,428,7,2025-03,Hyderabad,-206
913232,501310,109,319,10,2024-01,Bangalore,-220
913233,500054,542,416,10,2025-12,Kolkata,116
913234,501445,114,400,17,2025-02,Mumbai,-303
913235,503483,406,150,1,2024-03,Bangalore,255
913236,500353,519,229,10,2024-09,Mumbai,280
913237,500542,584,263,6,2025-11,Pune,315
913238,500848,332,226,3,2025-06,Kolkata,103
913239,503085,164,331,2,2025-07,Bangalore,-169
913240,500520,472,247,2,2025-08,Bangalore,223
913241,500517,422,243,15,2025-07,Mumbai,164
913242,501321,137,425,6,2024-10,Kolkata,-294
913243,502187,215,348,17,2024-02,Bangalore,-150
913244,501126,436,231,4,2024-06,Kolkata,201
913245,501061,597,429,14,2025-12,Kolkata,154
913246,500241,282,256,22,2025-11,Chennai,4
913247,501181,188,409,8,2025-01,Pune,-229
913248,502243,146,318,11,2025-01,Bangalore,-183
913249,501314,247,228,10,2025-08,Pune,9
913250,502434,169,445,9,2025-10,Delhi,-285
913251,501284,562,423,1,2024-06,Mumbai,138
913252,502348,284,82,15,2025-07,Mumbai,187
913253,502593,365,177,15,2025-07,Hyderabad,173
913254,501199,494,148,18,2025-08,Chennai,328
913255,500723,244,397,3,2024-09,Delhi,-156
913256,500900,156,273,8,2025-01,Chennai,-125
913257,501129,146,229,22,2025-12,Pune,-105
913258,502314,154,92,2,2025-03,Kolkata,60
913259,501725,308,411,14,2024-05,Hyderabad,-117
913260,502040,569,183,16,2025-04,Hyderabad,370
913261,502650,519,414,13,2025-10,Hyderabad,92
913262,502999,507,139,22,2025-06,Hyderabad,346
913263,501299,306,160,1,2025-12,Hyderabad,145
913264,503236,289,222,6,2024-01,Hyderabad,61
913265,503368,339,292,17,2024-03,Bangalore,30
913266,502092,595,282,22,2025-03,Pune,291
913267,501408,262,295,23,2024-05,Bangalore,-56
913268,501776,147,81,16,2024-03,Delhi,50
913269,501686,581,307,5,2024-04,Pune,269
913270,500226,303,58,17,2025-01,Bangalore,228
913271,501887,569,72,7,2025-11,Bangalore,490
913272,500060,271,277,13,2025-11,Chennai,-19
913273,502657,202,347,8,2024-11,Chennai,-153
913274,500756,130,308,16,2024-09,Bangalore,-194
913275,500834,343,227,18,2025-07,Kolkata,98
913276,501334,375,133,23,2025-12,Chennai,219
913277,501125,463,437,12,2025-04,Mumbai,14
913278,502774,381,358,1,2025-06,Kolkata,22
913279,501735,234,105,16,2024-01,Hyderabad,113
913280,501781,225,449,9,2024-08,Mumbai,-233
913281,501436,401,334,3,2024-07,Delhi,64
913282,502991,291,316,22,2024-11,Delhi,-47
913283,500123,527,192,23,2025-04,Hyderabad,312
913284,500763,150,151,23,2024-03,Chennai,-24
913285,501904,426,146,4,2024-10,Pune,276
913286,501395,472,114,7,2025-05,Delhi,351
913287,502796,314,113,13,2025-04,Kolkata,188
913288,500300,476,275,5,2024-10,Pune,196
913289,500980,506,123,13,2025-03,Chennai,370
913290,501982,213,348,7,2024-04,Kolkata,-142
913291,502600,494,143,6,2025-08,Bangalore,345
913292,502144,450,271,20,2025-10,Pune,159
913293,502305,291,288,20,2025-05,Hyderabad,-17
913294,501087,218,218,15,2024-09,Bangalore,-15
913295,502519,115,98,21,2025-07,Bangalore,-4
913296,500399,448,277,5,2025-03,Mumbai,166
913297,503140,493,163,22,2024-11,Kolkata,308
913298,500557,484,393,5,2024-11,Delhi,86
913299,503082,429,222,7,2024-11,Pune,200
913300,503490,164,325,7,2024-01,Kolkata,-168
913301,501855,408,168,4,2024-06,Bangalore,236
913302,503191,182,117,14,2025-04,Bangalore,51
913303,503318,580,176,12,2024-12,Hyderabad,392
913304,502191,572,109,4,2024-02,Pune,459
913305,500347,230,275,6,2024-04,Chennai,-51
913306,502153,235,180,24,2024-06,Delhi,31
913307,501245,591,348,14,2024-11,Kolkata,229
913308,500705,501,428,1,2025-07,Kolkata,72
913309,500101,420,316,20,2024-08,Delhi,84
913310,502798,329,120,14,2025-03,Bangalore,195
913311,501546,125,349,3,2024-09,Hyderabad,-227
913312,503197,563,211,14,2024-11,Mumbai,338
913313,500461,462,223,23,2025-04,Delhi,216
913314,500102,238,302,20,2025-06,Mumbai,-84
913315,501300,443,412,11,2024-10,Kolkata,20
913316,500856,307,188,4,2025-07,Pune,115
913317,503130,128,102,22,2025-07,Chennai,4
913318,501106,587,291,22,2025-04,Mumbai,274
913319,502493,506,324,5,2024-10,Delhi,177
913320,500845,169,245,14,2024-12,Chennai,-90
913321,500369,448,268,8,2025-10,Chennai,172
913322,500561,152,256,24,2025-12,Mumbai,-128
913323,500508,209,217,22,2024-09,Delhi,-30
913324,502190,595,368,16,2025-07,Kolkata,211
913325,503464,287,441,20,2024-12,Hyderabad,-174
913326,500088,573,233,8,2025-08,Bangalore,332
913327,503188,302,197,24,2025-03,Mumbai,81
913328,501824,178,437,6,2024-05,Delhi,-265
913329,500708,420,87,17,2025-05,Bangalore,316
913330,503003,535,263,3,2024-06,Chennai,269
913331,502197,129,368,3,2025-09,Pune,-242
913332,500183,515,347,10,2025-05,Delhi,158
913333,500131,560,410,1,2024-03,Kolkata,149
913334,501098,583,343,12,2024-05,Pune,228
913335,503265,419,446,6,2025-02,Kolkata,-33
913336,502131,414,274,9,2025-03,Mumbai,131
913337,500233,547,196,14,2024-04,Mumbai,337
913338,503138,167,147,3,2024-10,Kolkata,17
913339,502433,178,425,9,2025-06,Bangalore,-256
913340,502397,320,341,17,2024-08,Chennai,-38
913341,503391,237,261,20,2025-10,Chennai,-44
913342,501023,298,267,9,2024-01,Kolkata,22
913343,501654,155,279,21,2024-10,Bangalore,-145
913344,500718,364,262,14,2024-06,Kolkata,88
913345,501267,336,447,19,2025-01,Pune,-130
913346,503499,213,121,6,2024-08,Bangalore,86
913347,501727,184,407,2,2025-08,Pune,-225
913348,501259,227,378,11,2024-05,Hyderabad,-162
913349,502031,447,380,5,2024-02,Hyderabad,62
913350,501476,152,304,2,2025-02,Hyderabad,-154
913351,501072,224,401,6,2024-01,Kolkata,-183
913352,501360,558,177,1,2025-09,Delhi,380
913353,502480,545,327,20,2025-01,Pune,198
913354,502080,283,286,11,2025-08,Chennai,-14
913355,502660,531,171,20,2024-03,Bangalore,340
913356,501043,247,382,23,2025-02,Bangalore,-158
913357,502173,301,341,23,2025-06,Kolkata,-63
913358,502431,472,367,0,2025-12,Kolkata,105
913359,503268,447,283,11,2025-03,Kolkata,153
913360,502238,425,303,13,2024-11,Hyderabad,109
913361,501384,187,356,22,2024-03,Delhi,-191
913362,502282,389,363,13,2024-02,Mumbai,13
913363,503084,567,175,2,2024-04,Bangalore,390
913364,503115,299,155,5,2024-07,Chennai,139
913365,502468,580,304,23,2024-05,Chennai,253
913366,500436,317,445,4,2025-01,Delhi,-132
913367,501518,318,257,14,2024-09,Bangalore,47
913368,503197,194,336,16,2024-08,Delhi,-158
913369,501531,209,210,21,2024-12,Delhi,-22
913370,501487,510,249,11,2024-08,Hyderabad,250
913371,500152,496,408,10,2024-09,Pune,78
913372,501100,531,433,9,2024-12,Bangalore,89
913373,500800,503,187,5,2024-12,Chennai,311
913374,502439,509,422,24,2024-09,Bangalore,63
913375,503392,242,340,24,2025-05,Kolkata,-122
913376,501702,573,253,3,2024-08,Mumbai,317
913377,502940,304,185,23,2024-09,Mumbai,96
913378,502187,546,336,12,2025-09,Kolkata,198
913379,503075,376,260,20,2025-03,Delhi,96
913380,502228,154,260,15,2025-10,Bangalore,-121
913381,503263,233,444,13,2024-06,Pune,-224
913382,503470,285,358,11,2024-05,Mumbai,-84
913383,500733,579,362,4,2025-05,Hyderabad,213
913384,502500,453,121,11,2024-04,Hyderabad,321
913385,503159,434,182,22,2024-12,Hyderabad,230
913386,502277,544,376,2,2024-05,Hyderabad,166
913387,502992,243,318,2,2024-09,Bangalore,-77
913388,501514,285,156,2,2025-09,Mumbai,127
913389,502547,191,123,7,2025-02,Mumbai,61
913390,500979,538,385,4,2025-05,Bangalore,149
913391,500441,167,439,23,2025-02,Kolkata,-295
913392,501844,525,87,8,2025-11,Bangalore,430
913393,503110,167,118,20,2024-07,Mumbai,29
913394,502803,527,395,12,2025-09,Kolkata,120
913395,500945,375,245,14,2025-02,Chennai,116
913396,501112,296,158,5,2025-02,Pune,133
913397,503366,302,381,4,2024-11,Hyderabad,-83
913398,500486,412,358,3,2024-11,Delhi,51
913399,503096,230,221,21,2024-10,Chennai,-12
913400,501860,451,435,13,2024-04,Delhi,3
913401,500721,123,253,23,2025-07,Hyderabad,-153
913402,501669,497,318,19,2024-10,Hyderabad,160
913403,502221,292,378,9,2025-12,Delhi,-95
913404,502430,548,304,2,2024-11,Mumbai,242
913405,500943,354,65,19,2025-03,Kolkata,270
913406,503304,120,269,10,2025-08,Mumbai,-159
913407,501852,535,206,13,2024-02,Bangalore,316
913408,502765,324,187,20,2024-11,Kolkata,117
913409,501226,598,115,23,2024-05,Kolkata,460
913410,502187,547,368,14,2024-01,Bangalore,165
913411,500530,573,416,17,2025-04,Chennai,140
913412,502624,116,265,1,2024-10,Chennai,-150
913413,501822,263,305,6,2025-08,Pune,-48
913414,502147,167,429,19,2025-12,Chennai,-281
913415,503014,302,325,10,2024-02,Delhi,-33
913416,500395,480,231,24,2025-01,Pune,225
913417,502505,234,368,21,2025-12,Bangalore,-155
913418,500649,461,112,2,2025-06,Delhi,347
913419,500389,203,281,4,2025-04,Chennai,-82
913420,500452,490,160,14,2025-05,Delhi,316
913421,501635,594,404,9,2024-01,Pune,181
913422,500693,426,287,0,2024-03,Delhi,139
913423,500337,354,264,7,2024-11,Bangalore,83
913424,500992,533,123,18,2024-07,Kolkata,392
913425,502367,480,56,1,2025-06,Chennai,423
913426,501651,279,245,1,2025-05,Kolkata,33
913427,500709,148,199,3,2025-06,Bangalore,-54
913428,503275,380,78,22,2025-07,Delhi,280
913429,502734,512,408,0,2024-02,Mumbai,104
913430,500737,519,223,21,2024-06,Chennai,275
913431,501125,531,95,7,2025-09,Mumbai,429
